time,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2025-01-02 09:30:00+00:00,0.001640341309241818,0.0008658821501607658,0.002374473037412358,-0.005965603277788734,0.0034053012405340583,0.000795847856461645,0.00288745556085169,-0.001078385209821573,-0.0010164190774043513,0.0029111713439301645,-0.0010377109655887798
2025-01-02 09:45:00+00:00,0.00028667936635763945,-0.0002838982746460299,0.004628315614447315,0.00090008271031309,0.008621937435540466,-0.0009791664419623457,0.0016394119510159176,0.004595984442677614,0.0003215761025008357,-0.004910620966583449,-0.0020458761223185185
2025-01-02 10:00:00+00:00,-0.0011339313841551382,-0.002446049195956605,-0.003405661368786201,-0.0014044334858967493,-0.008436080005632009,0.0005863832035818089,0.0012937471856535139,0.0002030336039961376,0.0034728774199960736,-6.04206274477352e-05,-0.00064087520736606
2025-01-02 10:15:00+00:00,0.001802325098536389,-0.0010409778042582275,-0.001990201749374214,0.0007706767654717282,-0.000398481131833891,0.00019911626431887993,0.003137829466321434,-0.0012828990258036933,-0.0015263821634514951,0.0015413285081641874,0.0010473260485159435
2025-01-02 10:30:00+00:00,-0.0011169235342538756,4.792419025599151e-05,-0.0002959926212195528,-0.0007320958941925604,-0.0016400361132276442,-0.0023173108782495373,0.00011879802880321143,0.00030902731779770544,0.005992579331413279,-0.0002938991685754622,-0.0011194540517223343
2025-01-02 10:45:00+00:00,-0.0008330244754891296,0.0007585812846092048,0.0022142383107217763,-0.0009930917162430494,0.0007155074189263024,-3.1140832999803335e-05,0.004028185338483062,0.0005914789708744721,-0.0018271909970898066,-0.00022494548253898657,0.0005601090757626416
2025-01-02 11:00:00+00:00,-0.001911262881816914,-0.0001977080134601687,0.000366897846489759,0.0016773446223769415,-0.00020028235787498624,-0.001750105421115456,-0.001020701337478407,0.0031661736600578196,0.002211963643284159,-0.0007035229144486502,-0.0008930173529338233
2025-01-02 11:15:00+00:00,-4.595818759908543e-05,-0.0007055486629243395,0.0018514300899674155,0.00045136630815226464,-0.0022914187785636093,3.038492639015236e-05,-0.00029943255012322093,0.00033029008430095886,0.00045815851004350056,0.0024281318381203457,-0.0007487530268730056
2025-01-02 11:30:00+00:00,0.003424840733009459,-6.813651364260657e-05,-0.007746255733952102,0.00034741418237166187,-0.0019067662570721846,0.0009450517012239806,0.0004034281286615188,0.0005323253593375383,0.0001180649633745419,0.0011372718994642158,-0.004142162168135622
2025-01-02 11:45:00+00:00,-0.005369561054401264,0.0010943060912235614,0.0011770480971996771,0.0017431108032151064,-4.6470134175824335e-05,-0.0033656613893713553,-0.00116393581984501,-0.0024558697840951485,-0.0003890601145840821,-0.0007179151490335178,0.0005546774825775723
