time,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2023-01-03 09:30:00+00:00,,,,,,,,,,,
2023-01-03 09:45:00+00:00,,,,,,,,,,,
2023-01-03 10:00:00+00:00,,,,,,,,,,,
2023-01-03 10:15:00+00:00,-0.001155676732850487,-0.000335823747946748,0.00207530000905863,-0.00031941478715007176,0.00014027319864560984,-0.002073400579836354,0.0009495567379340175,0.0016341008813700588,-0.00031050978145951097,6.0918874819984115e-05,-0.0035828457724301
2023-01-03 10:30:00+00:00,0.0011761134636590713,0.0051368661413799975,0.0015569665342595018,-0.0012711906098343642,-0.0009844591338492416,-0.003948291922690386,0.0002461387448488943,0.0005094802777805288,0.0003193064657323246,0.0005986458613583514,-0.0013713433621575103
2023-01-03 10:45:00+00:00,0.00042021638480560215,-0.0004573502068390934,0.003032280172516772,-0.0019672439174742164,-0.0005116796445848498,0.0003158856146233365,-0.0037953115751689056,0.0026055952203608208,-0.0001842646029458964,-0.0016602467872029458,-0.0035158310025325905
2023-01-03 11:00:00+00:00,-0.002415976740647237,-0.002299232570247266,0.0006780708591135425,0.0007175274545692909,-0.0010319131487051443,-0.001169005174554787,3.510109449784778e-05,-0.0050317789747731,-0.00016596464636930037,0.0003811683176024642,-0.0013574069475794945
2023-01-03 11:15:00+00:00,-0.00045000313190444053,0.003093670154711625,0.0020651998146971463,0.0002652025697453602,0.0011798021122926008,-0.0028612714778515325,0.003148654679715198,-0.0016606217524260222,-0.0019193958263115987,-0.0001681327914896312,-0.0062700172030504785
2023-01-03 11:30:00+00:00,-0.00010728676813908588,0.0019562779658058044,0.00022732768734644185,-0.008738119146028383,-0.000979660261977854,-0.0010624651627601392,-0.0007196819519928585,0.0034697458146174345,-0.006689103909339109,-0.0001732492855709856,-0.0005570968571255047
2023-01-03 11:45:00+00:00,4.792415377212749e-05,0.0070531092835565586,-0.0021212853574390854,0.0015615862184149407,-4.924906942027136e-05,0.0024890766337746376,-1.9719486599995607e-05,0.0005194367026674321,-0.0015448472998424994,0.00019309654960977105,0.0006936354198791599
2023-01-03 12:00:00+00:00,-0.0010817255060492346,0.003186025516000411,0.0006339692079991999,-0.0008279122962902751,0.005793038160078865,0.0023382681794904088,-0.0004545650479423301,0.0012692997143078741,0.0006363355052730238,0.001467407650397393,-0.0005807016109983684
2023-01-03 12:15:00+00:00,9.409379689009456e-05,0.001660916133237504,-0.0004748179380323188,9.654583265561537e-05,0.0014125658390433463,0.0040814870203092785,0.0004254171525344126,-0.0010006888645255948,0.0013042536028516727,0.0002511547501767117,-0.0008392588892026866
2023-01-03 12:30:00+00:00,0.002584503332806416,-0.00047917078131827116,0.00204813489354893,0.0004724666851167516,0.00033978020900447245,0.0015633222360064178,-0.00011294027242385848,-0.0007502455751413487,-0.0009780094304847504,0.0015398821437030182,-0.0022476986497348404
2023-01-03 12:45:00+00:00,-0.001622328365800187,-0.0012170531983363123,-0.001094005377428302,0.000683608038883717,0.00024569075914911023,0.0025452317607939524,0.001473413316872596,-0.002852558341821549,0.0038022579678403667,0.001225146582636475,-0.0007476657328730098
2023-01-03 13:00:00+00:00,0.00217140955991314,-9.192042610312848e-05,0.00069693090683185,0.0023499844603366723,-0.0005730401319559107,0.0008849857225539393,0.0003424471141946381,-0.007887997883743475,-0.0030113210978429564,0.00024882795243363404,-0.0008243626826589094
2023-01-03 13:15:00+00:00,-0.001803260435402521,0.0007961830283182726,-0.0030552053293480203,-0.000664088952198387,0.0005082038075629301,-0.0003818058057963648,-0.000662907168368149,0.0031717401993932607,0.0011916959399591858,0.0005643253311872168,-0.0002684358924731785
2023-01-03 13:30:00+00:00,0.0016087453953667937,-0.004435670880117938,-0.0003793134959419533,0.0012990900784084676,-0.00018675998692985256,-0.0001742495833054154,0.000992719793568847,-0.00155292092060071,0.00061038775188321,0.0013487146312751454,0.000433462387363247
2023-01-03 13:45:00+00:00,-0.0008338582047113489,-0.0015868844254557555,0.0006264556170875496,0.0006472632626089948,0.0008035551791094924,0.0028436281617378266,-0.00017532896414072482,0.0019181291039961816,0.0013558567462627089,-0.002959224989764989,-0.0005005072860455762
2023-01-03 14:00:00+00:00,-0.0010000382228000872,0.0002961470857270859,-0.0007256811407019465,-0.0010488091692725165,-0.0011556075915817817,0.004658996276336592,-0.0005164423023057435,0.003645304318491983,0.001565480513256462,-0.0010117669998331977,-5.836490936748343e-06
2023-01-03 14:15:00+00:00,0.0011219074320588788,-0.0019176672326652279,-0.0002667274264359686,-9.819738346865902e-05,-0.0036287584763294244,-0.00032603481248247627,0.00010896666190599811,0.00029746151680337885,0.0039810919681473175,0.0005182316730164545,0.0013467293567243008
2023-01-03 14:30:00+00:00,0.005150400840604128,-0.0014700722106157438,0.00044350115332688576,0.004070944749182367,0.0012913126367951157,0.0010544309246758824,0.0008094107406885495,0.008087665820087176,0.0037809934096784785,-0.0007913850037519863,0.0022512907762011376
2023-01-03 14:45:00+00:00,0.0006026768550822904,2.4863490454813504e-06,-0.0002459389669406812,-0.0006196211188703078,0.0006281894378432476,1.8162291492347584e-06,-0.000461866024152218,-0.001903602848574065,0.0047796635077130304,-0.001091631003829548,0.001518714611490224
2023-01-03 15:00:00+00:00,-0.0005296803919676931,-0.0008688960281779449,0.0002578409567627788,-0.0014319995102828364,-0.00024085774696830598,0.00018196933339130906,0.0006324630788098648,-0.0022740722824473123,-0.001019971227212392,0.0009826156890197443,-0.0008058355513913761
2023-01-03 15:15:00+00:00,0.0008371679153752499,-0.0018330418566082027,0.00024287663412180774,-1.6221591345232102e-06,0.000271409916579557,0.0008552739252705946,0.0006996316759427514,-0.0004933230469724352,0.0008287222098941353,0.00062804335299598,0.0021195872470840035
2023-01-03 15:30:00+00:00,-0.00038461589697345037,0.0003111559523768917,0.00024387769873670723,-0.00020261427321141329,-0.00039481810083514125,0.0005358119827861019,2.790321268387557e-05,0.0012085823577246489,-0.003454813590518939,-0.0007455946986957823,-0.0001315400914057635
2023-01-03 15:45:00+00:00,0.0008402339223206964,0.0004697332297529741,0.0010240029879761282,0.0006195586964505516,0.0004332845496857387,-0.00011984269832314507,0.0006852640616671715,-0.0008598790983690618,-0.004739401691009073,0.0013477645811423218,0.00018622496282206418
2023-01-03 16:00:00+00:00,0.0015909846444570367,-0.0008678094766527038,-0.0019350725674084231,-9.977872784181092e-06,-0.0016656569313811774,5.466991749771512e-05,-0.0002517440878941727,-0.0036933881146383714,-0.001045337535177897,-0.0006543594534797072,-6.648120858612957e-05
2023-01-04 09:30:00+00:00,-0.0015845901241639633,0.00040613224764035806,-2.507856382625183e-06,5.072282080655311e-05,-0.0005806817682785331,-6.3557561989301564e-06,-0.0009509939873567619,0.003910307745805956,0.0012720045565707042,-2.7946674624020465e-05,1.6151876687783717e-05
2023-01-04 09:45:00+00:00,0.0004296986459254668,-0.002865557762522251,-1.3012423834202498e-05,0.006099343964713772,0.00626659365354626,0.0010320005672187372,0.001100058578493688,0.00023853534203552616,0.0031616012199653628,-7.598656550757476e-05,-0.0018383612123169014
