time,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2021-01-04 09:30:00+00:00,,,,,,,,,,,
2021-01-04 09:45:00+00:00,,,,,,,,,,,
2021-01-04 10:00:00+00:00,,,,,,,,,,,
2021-01-04 10:15:00+00:00,-0.003929128889953745,-0.0009938302970103887,0.0006029294573982483,0.00015893068400871162,-0.0008048133291491861,-0.0022271690128944136,-0.002723272772854858,-0.000793042239747466,0.0015368560475825213,-0.0001025939619655504,-0.0017820183578694123
2021-01-04 10:30:00+00:00,0.0012213589808887583,0.0005329912741537478,0.0006977778725897135,0.000152477364135298,-0.0005333432730629823,0.0004543215061991782,0.0001883038201061791,-0.0004007395316366594,-0.0003949170147836407,0.001836893351918085,-0.0019947459279738957
2021-01-04 10:45:00+00:00,-0.0006340127961387535,-0.0018558638626866154,0.0017908108490472807,0.0006266206246789839,-0.0025843605704050474,-0.0012442422990309706,-0.003401191691712352,0.0006229111970365717,-0.0007333175730645116,0.00030487629703883476,-0.0009748164137073328
2021-01-04 11:00:00+00:00,-0.0005843738934103844,6.266983066478219e-05,-0.00023429357550688079,0.003200754524132057,-0.0014594322009166812,0.0003515121557023395,-0.0012722296546472376,-0.0006798665632229348,-0.00025820131922172973,0.009729352219464426,0.002106905324082806
2021-01-04 11:15:00+00:00,-0.0004060499758956775,0.0009581624258216453,0.0003559952993295444,-0.00036623104865384843,0.0015608337531181652,0.0011056279952889017,-0.0011964283096431586,0.001066030998803654,0.0036353818617452277,0.0003400688311758207,-0.0024513005765397222
2021-01-04 11:30:00+00:00,0.0003099206334712573,0.0014496051739874489,-0.00019152994116912274,-0.0002566882922042632,-0.00032776469444828656,-0.0008653840782938286,-4.221591488587427e-05,-0.00028518800318188723,0.0006399245369155336,-0.0010422864236796904,-0.0010029974297546583
2021-01-04 11:45:00+00:00,-0.0050510784815837656,-0.0009667754221913713,-0.000669454528782119,-0.0006695170661749988,0.0011469111758630596,-0.0009261198378629335,2.578401365787566e-05,-0.0005557865433291561,0.00042600105353815933,0.0017943795277271194,0.0009723740387527246
2021-01-04 12:00:00+00:00,0.0023099311362052583,0.0005550384331499825,-0.0011708780520753167,-1.3969694267916663e-05,0.0011352752805974847,0.0005365387882609131,0.0009778518995021844,0.0016793231968810199,-0.0012710768664624277,0.0008202742229773466,0.0016137798044849063
